Date,Price,Open,High,Low,Vol.,Change %
2013-09-27,25840,25840,25840,25353,93.36K,0.00%
2013-09-30,25596,25353,25596,25109,39.41K,-0.94%
2013-10-01,24865,25109,25596,24865,32.00K,-2.86%
2013-10-02,24865,25353,25353,24865,53.33K,0.00%
2013-10-03,25353,25353,25840,25109,169.55K,1.96%
2013-10-04,25596,25353,25596,25109,20.78K,0.96%
2013-10-07,25596,25353,25596,25109,45.83K,0.00%
2013-10-08,25353,25840,25840,25109,67.32K,-0.95%
2013-10-09,25353,25353,25353,24865,27.79K,0.00%
2013-10-10,25109,25353,25353,24865,40.94K,-0.96%
2013-10-11,25109,25109,25109,24621,36.29K,0.00%
2013-10-14,24865,24621,24865,24621,23.46K,-0.97%
2013-10-15,24865,24621,24865,24378,53.04K,0.00%
2013-10-16,24621,24378,24865,24378,31.88K,-0.98%
2013-10-17,24865,24865,24865,24378,47.75K,0.99%
2013-10-18,24621,24865,24865,24378,45.80K,-0.98%
2013-10-21,25109,24621,25109,24378,77.41K,1.98%
2013-10-22,24865,24865,24865,24621,46.26K,-0.97%
2013-10-23,25109,24865,25109,24865,39.43K,0.98%
2013-10-24,25109,24865,25109,24865,37.68K,0.00%
2013-10-25,24865,24865,24865,24378,68.10K,-0.97%
2013-10-28,24621,24865,24865,24621,25.09K,-0.98%
2013-10-29,24378,24378,24621,24378,30.67K,-0.99%
2013-10-30,24378,24231,24621,24231,13.51K,0.00%
2013-10-31,24621,24378,24621,24183,22.85K,1.00%
2013-11-01,24378,24378,24621,24378,38.11K,-0.99%
2013-11-04,24378,24621,24621,24378,28.40K,0.00%
2013-11-05,24621,24865,24865,24378,20.69K,1.00%
2013-11-06,24621,24621,24865,24378,41.33K,0.00%
2013-11-07,24621,24621,24621,24621,37.94K,0.00%
2013-11-08,24621,24621,24621,24378,32.15K,0.00%
2013-11-11,24280,24621,24621,24280,17.65K,-1.38%
2013-11-12,24378,24378,24378,24085,36.08K,0.40%
2013-11-13,24378,24378,24378,24085,20.86K,0.00%
2013-11-14,23890,24378,24378,23890,23.22K,-2.00%
2013-11-15,24329,23890,24378,23890,14.11K,1.84%
2013-11-18,24378,24134,24378,24134,43.28K,0.20%
2013-11-19,24134,24378,24378,24134,27.00K,-1.00%
2013-11-20,24183,24280,24280,23988,28.93K,0.20%
2013-11-21,23890,23890,24183,23890,56.81K,-1.21%
2013-11-22,23744,23890,24134,23744,11.78K,-0.61%
2013-11-25,23744,23890,24036,23744,12.65K,0.00%
2013-11-26,23890,23890,23988,23744,51.95K,0.61%
2013-11-27,23988,24036,24036,23841,27.47K,0.41%
2013-11-28,24036,24085,24085,23890,52.12K,0.20%
2013-11-29,23841,24036,24036,23841,32.14K,-0.81%
2013-12-02,23988,23890,24378,23841,53.94K,0.62%
2013-12-03,24036,23988,24378,23890,33.64K,0.20%
2013-12-04,24085,24231,24378,23890,18.08K,0.20%
2013-12-05,24085,24231,24231,23890,24.44K,0.00%
2013-12-06,24036,24231,24231,23890,30.54K,-0.20%
2013-12-09,24621,24134,24621,24134,107.29K,2.43%
2013-12-10,24621,24621,24621,24378,63.28K,0.00%
2013-12-11,24621,24621,24621,24183,54.60K,0.00%
2013-12-12,24865,24378,24865,24378,46.08K,0.99%
2013-12-13,25109,24621,25109,24378,58.02K,0.98%
2013-12-16,25109,25109,25109,24378,76.56K,0.00%
2013-12-17,25109,24621,25109,24378,97.31K,0.00%
2013-12-18,24865,24378,24865,24378,68.59K,-0.97%
2013-12-19,24621,24621,24865,24378,58.26K,-0.98%
2013-12-20,24378,24621,24621,24378,52.68K,-0.99%
2013-12-23,24621,24621,24865,24329,63.07K,1.00%
2013-12-24,24621,24865,24865,24378,62.20K,0.00%
2013-12-25,24621,24621,24621,24378,25.93K,0.00%
2013-12-26,24621,24621,24621,24231,12.42K,0.00%
2013-12-27,24378,24378,24621,24134,17.04K,-0.99%
2013-12-30,24329,24378,24378,24134,18.62K,-0.20%
2013-12-31,24865,24231,24865,24134,63.59K,2.20%
2014-01-02,24621,24329,24865,24329,34.39K,-0.98%
2014-01-03,24134,24621,24621,24134,27.46K,-1.98%
2014-01-06,24085,24378,24378,24036,15.78K,-0.20%
2014-01-07,24134,24183,24378,24085,46.06K,0.20%
2014-01-08,24183,24134,24280,23890,23.12K,0.20%
2014-01-09,24231,24280,24280,24134,65.21K,0.20%
2014-01-10,24231,24183,24280,24183,52.09K,0.00%
2014-01-13,24280,24378,24378,24231,31.76K,0.20%
2014-01-14,24280,24329,24329,24036,33.89K,0.00%
2014-01-15,24231,24036,24280,24036,45.24K,-0.20%
2014-01-16,24231,24085,24329,24085,33.11K,0.00%
2014-01-17,24329,24378,24378,24036,21.86K,0.40%
2014-01-20,24183,24280,24329,24134,25.66K,-0.60%
2014-01-21,25596,24231,25840,24183,96.66K,5.84%
2014-01-22,26328,25596,26815,25109,244.19K,2.86%
2014-01-23,28034,26328,28034,26328,158.15K,6.48%
2014-01-24,27303,28034,28278,27059,198.80K,-2.61%
2014-01-27,27547,27059,28278,26815,97.21K,0.89%
2014-02-06,29253,29253,29253,29253,183.83K,6.19%
2014-02-07,31203,31203,31203,30960,373.25K,6.67%
2014-02-10,30716,30228,31691,30228,221.69K,-1.56%
2014-02-11,30228,30716,30960,30228,146.58K,-1.59%
2014-02-12,30228,30228,30472,29984,96.62K,0.00%
2014-02-13,30472,29741,30472,29741,72.54K,0.81%
2014-02-14,30228,30472,30716,30228,82.19K,-0.80%
2014-02-17,29984,30228,30228,29497,67.78K,-0.81%
2014-02-18,29984,29741,29984,29253,69.17K,0.00%
2014-02-19,29497,29497,29984,29497,84.28K,-1.62%
2014-02-20,29253,29253,29741,28766,118.93K,-0.83%
2014-02-21,29497,29253,29741,28278,139.07K,0.83%
2014-02-24,28766,29497,29497,28766,55.98K,-2.48%
2014-02-25,28766,28278,29009,28278,107.81K,0.00%
2014-02-26,28766,29009,29009,28522,40.84K,0.00%
2014-02-27,27790,28522,28766,27790,49.18K,-3.39%
2014-02-28,27790,27790,28278,27547,73.75K,0.00%
2014-03-03,27790,28278,28278,26572,40.15K,0.00%
2014-03-04,27303,27303,27547,26815,23.24K,-1.75%
2014-03-05,28278,27547,29009,27303,227.16K,3.57%
2014-03-06,28278,29009,29009,27790,49.81K,0.00%
2014-03-07,28766,28278,28766,27790,120.19K,1.73%
2014-03-10,29009,28766,29253,28522,185.80K,0.84%
2014-03-11,29741,28766,29741,28766,96.49K,2.52%
2014-03-12,29741,29741,29984,29253,178.87K,0.00%
2014-03-13,29253,29741,29741,29009,71.99K,-1.64%
2014-03-14,29253,29009,29497,29009,44.36K,0.00%
2014-03-17,28766,28766,29497,28766,62.32K,-1.66%
2014-03-18,28278,28766,28766,28278,48.68K,-1.70%
2014-03-19,28522,28278,29253,28278,41.06K,0.86%
2014-03-20,28278,28522,28766,28278,58.38K,-0.86%
2014-03-21,28278,28034,29009,28034,108.90K,0.00%
2014-03-24,29009,28766,29009,28278,82.04K,2.59%
2014-03-25,29984,28766,30228,28766,105.68K,3.36%
2014-03-26,29984,29984,30228,29741,41.66K,0.00%
2014-03-27,29497,29741,29984,29497,63.43K,-1.62%
2014-03-28,30228,29984,30228,29497,99.37K,2.48%
2014-03-31,31203,30228,31447,30228,166.03K,3.23%
2014-04-01,30716,30716,31203,30228,50.21K,-1.56%
2014-04-02,30472,30228,30716,30228,62.14K,-0.79%
2014-04-03,29984,30228,30716,29984,49.97K,-1.60%
2014-04-04,30228,29984,30472,29984,106.43K,0.81%
2014-04-07,30228,29984,30228,29984,78.36K,0.00%
2014-04-08,29984,29984,29984,29741,57.49K,-0.81%
2014-04-10,28034,29497,29984,28034,367.81K,-6.50%
2014-04-11,28522,27790,28522,26328,307.60K,1.74%
2014-04-14,28522,28522,28766,27547,63.54K,0.00%
2014-04-15,27790,27790,29009,27790,245.74K,-2.57%
2014-04-16,27790,28034,28278,27790,208.43K,0.00%
2014-04-17,28522,27790,29009,27790,118.67K,2.63%
2014-04-18,26572,28522,29009,26572,148.70K,-6.84%
2014-04-21,26084,26572,28034,25840,178.40K,-1.84%
2014-04-22,25840,26328,26815,25596,321.61K,-0.94%
2014-04-23,25596,25840,26572,25596,103.14K,-0.94%
2014-04-24,25353,26815,27059,25353,219.78K,-0.95%
2014-04-25,25840,26328,26328,25840,308.65K,1.92%
2014-04-28,26572,26572,27547,26572,246.48K,2.83%
2014-04-29,27303,27303,27547,27303,171.11K,2.75%
2014-05-05,27790,27303,27790,27303,128.30K,1.78%
2014-05-06,27547,27790,27790,27059,28.80K,-0.87%
2014-05-07,27790,27790,28278,27790,34.43K,0.88%
2014-05-08,26815,27790,27790,26328,129.52K,-3.51%
2014-05-09,27790,26328,27790,26084,44.65K,3.64%
2014-05-12,26572,27790,27790,26572,27.50K,-4.38%
2014-05-13,26084,26572,26815,26084,159.53K,-1.84%
2014-05-14,26328,26328,26328,25840,16.31K,0.94%
2014-05-15,25840,26328,26572,25596,85.85K,-1.85%
2014-05-16,25353,25840,26084,25353,71.99K,-1.88%
2014-05-19,25596,25353,26328,25353,18.91K,0.96%
2014-05-20,26084,25840,26084,25840,16.98K,1.91%
2014-05-21,27059,26084,27059,25840,60.25K,3.74%
2014-05-22,27547,27059,27547,26572,44.44K,1.80%
2014-05-23,28766,27790,29009,27790,92.12K,4.43%
2014-05-26,29009,28766,29253,28766,36.41K,0.84%
2014-05-27,29253,28766,29253,28766,15.02K,0.84%
2014-05-28,29009,29253,29253,28278,26.05K,-0.83%
2014-05-29,29009,29009,29253,29009,9.04K,0.00%
2014-05-30,29253,29253,29253,28766,53.32K,0.84%
2014-06-02,29253,29497,29497,29009,28.88K,0.00%
2014-06-03,29253,29253,29253,29009,32.54K,0.00%
2014-06-04,28766,29009,29009,28034,188.92K,-1.66%
2014-06-05,28522,28766,28766,28278,39.00K,-0.85%
2014-06-06,28034,28522,28766,28034,43.14K,-1.71%
2014-06-09,28034,28278,28522,27790,49.39K,0.00%
2014-06-10,28034,28034,28522,28034,20.62K,0.00%
2014-06-11,29009,28278,29009,28278,28.27K,3.48%
2014-06-12,29009,29009,29009,28522,61.03K,0.00%
2014-06-13,28766,29009,29253,28766,18.68K,-0.84%
2014-06-16,29253,28766,29497,28766,305.10K,1.69%
2014-06-17,29253,29497,29497,29009,35.24K,0.00%
2014-06-18,29009,29253,29253,29009,31.04K,-0.83%
2014-06-19,29253,29009,29253,28766,62.74K,0.84%
2014-06-20,29741,29253,29741,29253,85.91K,1.67%
2014-06-23,29497,29741,30228,29253,78.71K,-0.82%
2014-06-24,29253,29497,29497,29009,68.10K,-0.83%
2014-06-25,29741,29253,29741,29253,11.50K,1.67%
2014-06-26,30228,29741,30228,29741,39.84K,1.64%
2014-06-27,30228,30228,30228,29741,52.00K,0.00%
2014-06-30,29253,30228,30228,29253,57.43K,-3.23%
2014-07-01,29497,29253,29741,29253,11.56K,0.83%
2014-07-02,29497,29741,29741,29253,73.60K,0.00%
2014-07-03,29741,29253,29741,29253,35.46K,0.83%
2014-07-04,29741,29497,29741,29497,40.46K,0.00%
2014-07-07,29497,29253,29984,29253,27.58K,-0.82%
2014-07-08,29497,29497,29497,29009,20.72K,0.00%
2014-07-09,29497,29741,29984,29253,34.50K,0.00%
2014-07-10,29741,29497,29741,29009,15.23K,0.83%
2014-07-11,29253,29497,29741,29253,7.48K,-1.64%
2014-07-14,29497,29253,29497,29253,4.82K,0.83%
2014-07-15,29253,29741,29741,29009,22.22K,-0.83%
2014-07-16,29253,29253,29497,29009,34.69K,0.00%
2014-07-17,29009,29009,29253,28522,1.34K,-0.83%
2014-07-18,29009,28766,29009,28278,47.82K,0.00%
2014-07-21,29009,29253,29253,28766,20.21K,0.00%
2014-07-22,28766,29253,29253,28522,9.31K,-0.84%
2014-07-23,29009,28766,29009,28766,25.24K,0.84%
2014-07-24,29009,29009,29009,28766,18.22K,0.00%
2014-07-25,28766,29253,29253,28766,41.20K,-0.84%
2014-07-28,28522,28278,28766,27790,107.94K,-0.85%
2014-07-29,28766,28522,28766,28278,10.31K,0.86%
2014-07-30,28034,29009,29009,28034,121.56K,-2.54%
2014-07-31,28034,28034,28034,27790,88.18K,0.00%
2014-08-01,27790,27790,28034,27547,36.46K,-0.87%
2014-08-04,27303,27547,27790,27303,121.24K,-1.75%
2014-08-05,27303,27303,27790,27303,385.74K,0.00%
2014-08-06,28278,27790,28766,27547,727.94K,3.57%
2014-08-07,28278,28278,28766,28034,199.28K,0.00%
2014-08-08,29253,28278,29984,28278,2.07M,3.45%
2014-08-11,29253,29253,29497,28522,628.56K,0.00%
2014-08-12,29009,29253,29253,28766,365.30K,-0.83%
2014-08-13,30960,29253,30960,29253,2.80M,6.73%
2014-08-14,32178,31691,32910,31447,1.16M,3.93%
2014-08-15,31935,32178,33885,31691,804.56K,-0.76%
2014-08-18,32666,31935,33154,31935,960.76K,2.29%
2014-08-19,31935,32666,32910,31691,801.61K,-2.24%
2014-08-20,33154,32422,33397,31935,1.08M,3.82%
2014-08-21,33397,33397,33641,32666,566.33K,0.73%
2014-08-22,32910,33154,33397,32666,1.24M,-1.46%
2014-08-25,33641,32910,33885,32910,1.05M,2.22%
2014-08-26,34372,33885,34372,33154,1.71M,2.17%
2014-08-27,36079,34616,36323,34616,2.16M,4.97%
2014-08-28,35347,35835,36079,34860,1.37M,-2.03%
2014-08-29,36323,35591,36323,35347,1.13M,2.76%
2014-09-03,36079,36810,37054,36079,944.64K,-0.67%
2014-09-04,36079,35835,36079,35591,716.10K,0.00%
2014-09-05,36079,36323,36323,35835,586.32K,0.00%
2014-09-08,34616,36566,36566,34616,1.24M,-4.05%
2014-09-09,32910,34860,34860,32666,1.91M,-4.93%
2014-09-10,33397,33154,33641,32178,1.18M,1.48%
2014-09-11,35104,35104,35104,33934,887.42K,5.11%
2014-09-12,37151,35104,37151,35104,1.75M,5.83%
2014-09-15,36274,37444,37444,35981,853.64K,-2.36%
2014-09-16,35689,35689,36274,34811,983.50K,-1.61%
2014-09-17,34811,35981,35981,34519,572.58K,-2.46%
2014-09-18,34226,34811,35104,33641,558.57K,-1.68%
2014-09-19,36274,34519,36274,34519,6.95M,5.98%
2014-09-22,34811,35689,35689,34811,432.31K,-4.03%
2014-09-23,35104,34519,36274,34519,697.74K,0.84%
2014-09-24,35981,35396,35981,35396,628.14K,2.50%
2014-09-25,35981,35689,35981,35104,322.45K,0.00%
2014-09-26,35689,35689,36274,35396,398.14K,-0.81%
2014-09-29,34519,35396,35689,34519,303.10K,-3.28%
2014-09-30,34811,34811,34811,34226,192.66K,0.85%
2014-10-01,34811,34811,35104,34811,159.67K,0.00%
2014-10-02,34811,34811,35104,34519,192.37K,0.00%
2014-10-03,35689,34811,35981,34811,656.25K,2.52%
2014-10-06,35689,35689,35981,35396,165.54K,0.00%
2014-10-07,35689,35396,35981,35396,156.36K,0.00%
2014-10-08,35396,35689,35689,35104,91.80K,-0.82%
2014-10-09,35104,35396,35396,35104,356.58K,-0.82%
2014-10-10,34226,35104,35104,34226,280.68K,-2.50%
2014-10-13,34519,34519,34811,34226,298.06K,0.86%
2014-10-14,34226,34811,34811,34226,249.37K,-0.85%
2014-10-15,34811,34226,34811,33934,333.33K,1.71%
2014-10-16,34226,34811,35104,34226,951.27K,-1.68%
2014-10-17,33934,34519,34519,33349,479.60K,-0.85%
2014-10-20,33641,33349,34519,33056,569.29K,-0.86%
2014-10-21,34811,33641,34811,33641,392.31K,3.48%
2014-10-22,35981,35689,36566,35396,1.21M,3.36%
2014-10-23,35104,35981,35981,34811,752.52K,-2.44%
2014-10-24,35104,35104,35689,34811,445.08K,0.00%
2014-10-27,33934,35104,35396,33934,480.93K,-3.33%
2014-10-28,34226,33934,34519,33641,375.12K,0.86%
2014-10-29,35104,34226,35104,34226,570.13K,2.57%
2014-10-30,34519,35104,35104,34519,366.83K,-1.67%
2014-10-31,35104,34811,35396,34811,638.26K,1.69%
2014-11-03,35689,35104,35689,34811,542.20K,1.67%
2014-11-04,37444,35689,38029,35396,2.99M,4.92%
2014-11-05,36859,37736,38322,36566,1.28M,-1.56%
2014-11-06,37151,37151,37444,36274,747.67K,0.79%
2014-11-07,36274,37151,37151,36274,916.20K,-2.36%
2014-11-10,37151,36566,37736,36566,1.34M,2.42%
2014-11-11,36566,37151,38029,35981,2.14M,-1.57%
2014-11-12,35981,36566,36566,35981,473.81K,-1.60%
2014-11-13,35104,35981,36274,35104,1.62M,-2.44%
2014-11-14,33934,34811,34811,33641,2.83M,-3.33%
2014-11-17,32763,34226,34226,32178,2.12M,-3.45%
2014-11-18,31886,33056,33349,31301,3.04M,-2.68%
2014-11-19,32763,32471,33349,32178,882.19K,2.75%
2014-11-20,32178,33056,33056,32178,651.67K,-1.79%
2014-11-21,30423,31886,31886,30423,2.16M,-5.45%
2014-11-24,29838,30423,30423,29838,964.62K,-1.92%
2014-11-25,31301,30131,31301,30131,1.32M,4.90%
2014-11-26,31593,31593,32471,31008,2.31M,0.93%
2014-11-27,31886,31886,31886,31008,287.89K,0.93%
2014-11-28,31008,31593,31593,31008,778.09K,-2.75%
2014-12-01,29838,31301,31593,29838,947.15K,-3.77%
2014-12-02,30131,30423,30716,29838,889.87K,0.98%
2014-12-03,30716,30423,31301,30131,960.49K,1.94%
2014-12-04,31008,31301,31593,30716,721.30K,0.95%
2014-12-05,30716,31008,31301,30716,510.19K,-0.94%
2014-12-08,29838,31008,31008,29838,784.76K,-2.86%
2014-12-09,28083,30131,30131,28083,1.76M,-5.88%
2014-12-10,29136,28376,29546,28024,1.11M,3.75%
2014-12-11,30423,29078,31008,28902,1.68M,4.42%
2014-12-12,31008,30423,31008,30423,1.16M,1.92%
2014-12-15,29838,30716,30716,29838,1.10M,-3.77%
2014-12-16,28376,29253,29253,28258,1.38M,-4.90%
2014-12-17,27732,28668,28961,26854,1.97M,-2.27%
2014-12-18,28083,28083,28317,27790,910.31K,1.27%
2014-12-19,28141,28376,28434,27966,1.29M,0.21%
2014-12-22,29019,28141,29195,28083,713.76K,3.12%
2014-12-23,29078,29078,29253,28844,771.76K,0.20%
2014-12-24,28902,29078,29253,28785,313.89K,-0.61%
2014-12-25,28200,28902,28902,28200,248.68K,-2.43%
2014-12-26,28551,28376,28844,28024,890.78K,1.24%
2014-12-29,28668,28317,28844,28317,1.31M,0.41%
2014-12-30,28785,28668,28902,28668,1.08M,0.41%
2014-12-31,29195,28785,29195,28785,1.72M,1.42%
2015-01-05,29546,29838,29838,29253,1.92M,1.20%
2015-01-06,29253,28844,29253,28844,1.41M,-0.99%
2015-01-07,28376,29253,29253,28376,2.08M,-3.00%
2015-01-08,27907,28376,28610,27615,2.93M,-1.65%
2015-01-09,27790,27907,28083,27673,1.91M,-0.42%
2015-01-12,27439,27790,28258,27439,687.07K,-1.26%
2015-01-13,27673,27439,27907,26913,459.27K,0.85%
2015-01-14,27849,28024,28376,27732,1.25M,0.64%
2015-01-15,27790,28083,28083,27615,934.96K,-0.21%
2015-01-16,28024,27790,28083,27615,685.38K,0.84%
2015-01-19,27790,28083,28083,27673,665.40K,-0.83%
2015-01-20,27264,27732,27790,26971,1.13M,-1.89%
2015-01-21,26620,27381,27381,26328,1.30M,-2.36%
2015-01-22,26152,26620,26620,26035,533.41K,-1.76%
2015-01-23,26386,26152,26679,26152,943.46K,0.89%
2015-01-26,27264,26445,27673,26445,848.78K,3.33%
2015-01-27,29136,27498,29136,27439,5.41M,6.87%
2015-01-28,28668,30131,30423,28668,2.09M,-1.61%
2015-01-29,27966,28434,28668,27966,1.11M,-2.45%
2015-01-30,27264,27790,27907,27264,1.58M,-2.51%
2015-02-02,27205,27322,27732,27147,771.53K,-0.22%
2015-02-03,26328,27322,27498,26328,1.14M,-3.22%
2015-02-04,26620,26328,26737,26328,578.99K,1.11%
2015-02-05,26737,26737,27030,26679,470.43K,0.44%
2015-02-06,26679,26737,26913,26679,432.45K,-0.22%
2015-02-09,26386,26737,26796,26328,649.54K,-1.10%
2015-02-10,26328,26386,26445,26269,508.93K,-0.22%
2015-02-11,26620,26328,26854,26328,515.30K,1.11%
2015-02-12,26679,26796,26913,26620,462.14K,0.22%
2015-02-13,26562,26679,26796,26562,718.94K,-0.44%
2015-02-24,27088,26796,27147,26679,680.46K,1.98%
2015-02-25,27264,26971,27790,26971,800.42K,0.65%
2015-02-26,27498,27264,27615,27264,467.12K,0.86%
2015-02-27,27322,27673,27673,27322,341.31K,-0.64%
2015-03-02,27147,27322,27498,27088,278.12K,-0.64%
2015-03-03,27322,27030,27381,27030,547.74K,0.64%
2015-03-04,27732,27439,27849,27439,814.60K,1.50%
2015-03-05,27615,27849,27966,27615,563.02K,-0.42%
2015-03-06,27556,27615,27615,27439,404.35K,-0.21%
2015-03-09,27205,27615,27615,27205,318.63K,-1.27%
2015-03-10,27147,27205,27381,27088,411.51K,-0.21%
2015-03-11,26913,27147,27264,26854,562.18K,-0.86%
2015-03-12,27088,26913,27205,26913,272.11K,0.65%
2015-03-13,27030,27088,27322,27030,286.20K,-0.21%
2015-03-16,28610,28668,28668,28200,3.05M,5.85%
2015-03-17,28434,28668,28844,28376,1.14M,-0.62%
2015-03-18,28376,28434,28493,28258,1.45M,-0.20%
2015-03-19,27790,28317,28317,27790,568.50K,-2.07%
2015-03-20,28083,27673,28083,27615,6.60M,1.05%
2015-03-23,27205,27966,27966,27147,721.45K,-3.13%
2015-03-24,27030,27381,27381,26737,554.66K,-0.64%
2015-03-25,26913,27030,27205,26913,364.99K,-0.43%
2015-03-26,26620,26913,26913,26620,437.34K,-1.09%
2015-03-27,26328,26679,26796,26269,398.70K,-1.10%
2015-03-30,26035,26620,26737,26035,304.15K,-1.11%
2015-03-31,26328,26035,26679,25977,351.59K,1.13%
2015-04-01,25743,26328,26503,25450,236.16K,-2.22%
2015-04-02,26035,25743,26035,25626,197.18K,1.13%
2015-04-03,25977,26035,26211,25801,153.72K,-0.22%
2015-04-06,25801,25977,25977,25743,188.44K,-0.68%
2015-04-07,25801,25801,25918,25567,243.02K,0.00%
2015-04-08,25743,25801,25977,25684,328.75K,-0.22%
2015-04-09,25977,25743,25977,25684,240.82K,0.91%
2015-04-10,26035,25977,26152,25918,194.93K,0.22%
2015-04-13,26620,26035,26620,26035,349.60K,2.25%
2015-04-14,26445,26679,26854,26445,187.78K,-0.66%
2015-04-15,26328,26445,26562,26328,295.14K,-0.44%
2015-04-16,26328,26445,26503,26328,652.03K,0.00%
2015-04-17,26620,26386,26796,26328,534.88K,1.11%
2015-04-20,26386,26620,26620,26328,171.96K,-0.88%
2015-04-21,26386,26445,26445,26328,147.47K,0.00%
2015-04-22,26269,26328,26386,26269,327.29K,-0.44%
2015-04-23,25918,26269,26328,25918,158.50K,-1.34%
2015-04-24,25860,25860,26035,25860,179.43K,-0.22%
2015-04-27,25743,25977,26035,25743,225.22K,-0.45%
2015-05-04,24573,25626,25684,24280,453.34K,-4.54%
2015-05-05,24865,24280,25333,23988,429.32K,1.19%
2015-05-06,24046,24807,25041,24046,160.51K,-3.29%
2015-05-07,24105,23929,24280,23929,213.43K,0.25%
2015-05-08,24163,23929,24397,23929,295.52K,0.24%
2015-05-11,24105,24163,24397,24105,183.82K,-0.24%
2015-05-12,23988,24046,24222,23754,392.91K,-0.49%
2015-05-13,23812,23988,24105,23695,254.13K,-0.73%
2015-05-14,23285,23812,23812,23285,547.19K,-2.21%
2015-05-15,22993,23402,23402,22993,341.02K,-1.25%
2015-05-18,22115,22876,22876,21940,391.01K,-3.82%
2015-05-19,21881,21940,22174,21823,599.40K,-1.06%
2015-05-20,22817,21881,22817,21881,626.77K,4.28%
2015-05-21,22876,23051,23110,22642,314.34K,0.26%
2015-05-22,23519,22817,23695,22759,517.68K,2.81%
2015-05-25,23695,23637,23988,23461,371.37K,0.75%
2015-05-26,24280,23812,24690,23695,839.37K,2.47%
2015-05-27,24397,24280,24514,24222,275.64K,0.48%
2015-05-28,24573,24397,24865,24046,333.58K,0.72%
2015-05-29,24222,24573,24690,24222,595.34K,-1.43%
2015-06-01,23695,23988,24280,23695,450.16K,-2.18%
2015-06-02,23519,23637,23929,23519,294.17K,-0.74%
2015-06-03,23051,23461,23637,22993,630.63K,-1.99%
2015-06-04,23285,22993,23285,22934,242.10K,1.02%
2015-06-05,23344,23461,23461,23168,318.03K,0.25%
2015-06-08,23988,23402,24631,23110,1.11M,2.76%
2015-06-09,25392,24046,25626,24046,1.51M,5.85%
2015-06-10,24982,25392,25450,24982,521.77K,-1.61%
2015-06-11,25099,24982,25392,24865,624.90K,0.47%
2015-06-12,25626,25333,26269,25099,906.93K,2.10%
2015-06-15,26035,25743,26269,25743,725.49K,1.60%
2015-06-16,25509,26035,26035,25509,320.78K,-2.02%
2015-06-17,25158,25275,25333,24982,310.68K,-1.38%
2015-06-18,25216,25158,25333,25158,166.20K,0.23%
2015-06-19,24631,25216,25333,24631,1.09M,-2.32%
2015-06-22,25392,24982,25392,24982,464.65K,3.09%
2015-06-23,25567,25392,26152,25216,560.88K,0.69%
2015-06-24,25743,25450,25860,25450,647.07K,0.69%
2015-06-25,25743,25743,25801,25450,411.34K,0.00%
2015-06-26,25158,25743,25918,25158,856.15K,-2.27%
2015-06-29,25333,25158,25392,25041,515.52K,0.70%
2015-06-30,25041,25158,25333,25041,506.51K,-1.15%
2015-07-01,25041,25158,25216,24924,220.86K,0.00%
2015-07-02,25216,25333,25392,25099,527.22K,0.70%
2015-07-03,25099,25392,25392,24982,338.08K,-0.46%
2015-07-06,25158,25158,25216,23519,672.09K,0.24%
2015-07-07,25626,25158,25860,25158,1.06M,1.86%
2015-07-08,25275,25626,25626,25216,860.70K,-1.37%
2015-07-09,25801,25275,26035,25099,1.40M,2.08%
2015-07-10,26796,26035,27439,25860,1.92M,3.86%
2015-07-13,27147,27088,27381,26913,1.11M,1.31%
2015-07-14,27615,27439,28083,27264,1.20M,1.72%
2015-07-15,27147,27732,27732,27147,539.78K,-1.69%
2015-07-16,27205,27088,27439,27088,495.18K,0.21%
2015-07-17,27205,27498,27673,27088,336.79K,0.00%
2015-07-20,26854,27088,27147,26620,401.76K,-1.29%
2015-07-21,26854,26854,26913,26386,428.06K,0.00%
2015-07-22,27088,26620,27205,26620,491.03K,0.87%
2015-07-23,27030,27088,27439,26854,384.26K,-0.21%
2015-07-24,27381,26854,27381,26854,491.19K,1.30%
2015-07-27,27849,27498,28083,27439,841.56K,1.71%
2015-07-28,29546,29546,29546,29195,8.06M,6.09%
2015-07-29,28844,29838,29838,28727,2.09M,-2.38%
2015-07-30,28258,28902,28961,28258,1.41M,-2.03%
2015-07-31,28317,28258,28551,28200,1.06M,0.21%
2015-08-03,27790,28317,28317,27673,1.20M,-1.86%
2015-08-04,28083,28141,28493,27966,916.60K,1.05%
2015-08-05,28258,28434,28434,28141,473.21K,0.62%
2015-08-06,28083,28376,28376,28024,738.67K,-0.62%
2015-08-07,28083,28200,28200,27966,1.53M,0.00%
2015-08-10,28200,28083,28317,28083,3.19M,0.42%
2015-08-11,28500,29500,29500,28500,2.51M,1.06%
2015-08-12,27600,28500,28600,27200,1.28M,-3.16%
2015-08-13,25700,27100,27300,25700,1.96M,-6.88%
2015-08-14,25100,24800,25700,24300,1.84M,-2.33%
2015-08-17,25800,25500,26400,25300,1.27M,2.79%
2015-08-18,26700,26000,26700,25900,1.25M,3.49%
2015-08-19,26900,26700,27400,26200,2.34M,0.75%
2015-08-20,26300,26700,27000,26000,813.68K,-2.23%
2015-08-21,26000,26500,26500,25300,1.34M,-1.14%
2015-08-24,24200,25600,25800,24200,2.79M,-6.92%
2015-08-25,24500,23000,24900,23000,1.89M,1.24%
2015-08-26,25500,24500,25600,24300,1.31M,4.08%
2015-08-27,25500,25600,25800,25200,1.04M,0.00%
