Date,Price,Open,High,Low,Vol.,Change %
2020-07-24,81000,82100,82300,78500,1.34M,-1.82%
2020-07-27,77000,76000,80000,76000,1.27M,-4.94%
2020-07-28,78500,77000,78800,76500,910.69K,1.95%
2020-07-29,77500,76000,78000,75100,833.57K,-1.27%
2020-07-30,77400,77600,78500,77300,937.68K,-0.13%
2020-07-31,76400,76000,77400,76000,672.94K,-1.29%
2020-08-03,78800,76000,78800,76000,422.82K,3.14%
2020-08-04,81900,80000,81900,79400,616.84K,3.93%
2020-08-05,82700,81900,83000,80400,778.84K,0.98%
2020-08-06,82800,82600,83100,81900,802.35K,0.12%
2020-08-07,82900,83000,83000,82400,518.66K,0.12%
2020-08-10,81900,83000,83200,81900,576.57K,-1.21%
2020-08-11,82100,82500,82600,81800,312.92K,0.24%
2020-08-12,82100,82100,82300,81900,310.43K,0.00%
2020-08-13,83000,82900,83000,82000,385.32K,1.10%
2020-08-14,82000,83000,83100,81900,820.27K,-1.20%
2020-08-17,82300,82000,82900,81700,389.48K,0.37%
2020-08-18,82300,82300,82600,81700,331.69K,0.00%
2020-08-19,83000,82300,83000,82000,586.79K,0.85%
2020-08-20,83000,83000,84500,83000,1.09M,0.00%
2020-08-21,82900,83000,83200,82600,1.28M,-0.12%
2020-08-24,83900,83000,84600,83000,1.53M,1.21%
2020-08-25,83900,83900,84900,83900,1.75M,0.00%
2020-08-26,83500,83900,83900,83400,1.59M,-0.48%
2020-08-27,83500,83500,83900,83200,1.00M,0.00%
2020-08-28,83400,83600,83900,83300,1.65M,-0.12%
2020-08-31,83000,84000,84500,82800,971.31K,-0.48%
2020-09-01,83000,83000,83300,82900,1.63M,0.00%
2020-09-03,86200,83700,86500,83700,2.50M,3.86%
2020-09-04,84900,85000,86100,84800,2.43M,-1.51%
2020-09-07,83600,84700,85100,83600,1.18M,-1.53%
2020-09-08,82500,83600,83900,82300,1.99M,-1.32%
2020-09-09,82200,82000,83200,81500,1.47M,-0.36%
2020-09-10,82100,83000,83300,82100,689.70K,-0.12%
2020-09-11,82300,82100,82600,81800,665.69K,0.24%
2020-09-14,83000,82800,83100,82700,594.68K,0.85%
2020-09-15,82500,83000,83500,82500,998.97K,-0.60%
2020-09-16,82900,82600,83100,82000,628.03K,0.48%
2020-09-17,82500,82500,83000,82000,1.04M,-0.48%
2020-09-18,82900,82400,83000,82400,1.19M,0.48%
2020-09-21,83000,83100,83600,83000,1.67M,0.12%
2020-09-22,84000,83000,84400,82800,1.75M,1.20%
2020-09-23,85400,84200,85500,84200,1.40M,1.67%
2020-09-24,86100,84100,86200,84100,1.63M,0.82%
2020-09-25,86000,86100,86200,85500,1.11M,-0.12%
2020-09-28,86000,85800,86200,85400,1.25M,0.00%
2020-09-29,84600,86000,86100,83800,1.61M,-1.63%
2020-09-30,84100,85000,85000,83800,584.45K,-0.59%
2020-10-01,84800,85100,85100,84200,367.03K,0.83%
2020-10-02,84000,84800,85000,80000,890.84K,-0.94%
2020-10-05,83500,84500,85000,83400,811.74K,-0.60%
2020-10-06,83900,83800,84400,83200,1.11M,0.48%
2020-10-07,85000,83600,85200,83100,988.27K,1.31%
2020-10-08,84800,85500,85500,83800,549.14K,-0.24%
2020-10-09,84800,84500,85000,84500,366.20K,0.00%
2020-10-12,85900,86000,87000,84800,1.57M,1.30%
2020-10-13,86500,86000,86900,85500,814.53K,0.70%
2020-10-14,88200,86800,89000,86700,1.21M,1.97%
2020-10-15,88600,88200,88600,86800,1.42M,0.45%
2020-10-16,88200,88500,88600,87500,668.85K,-0.45%
2020-10-19,87500,88000,88300,87500,1.05M,-0.79%
2020-10-20,87700,87000,87800,86900,1.08M,0.23%
2020-10-21,86200,87800,88600,85900,1.45M,-1.71%
2020-10-22,86600,86100,86600,85100,1.32M,0.46%
2020-10-23,87500,86900,87500,86700,657.83K,1.04%
2020-10-26,86000,87500,87800,86000,911.39K,-1.71%
2020-10-27,86000,86000,87300,85500,1.17M,0.00%
2020-10-28,84200,86000,86500,83500,866.33K,-2.09%
2020-10-29,83600,84400,84800,83500,764.72K,-0.71%
2020-10-30,83000,83600,84400,82800,1.09M,-0.72%
2020-11-02,85800,83000,85800,83000,366.30K,3.37%
2020-11-03,85000,85800,85900,84700,308.55K,-0.93%
2020-11-04,85000,85000,85500,84300,394.66K,0.00%
2020-11-05,85000,85500,85500,84800,507.96K,0.00%
2020-11-06,85000,85100,85100,84000,323.16K,0.00%
2020-11-09,85500,85000,85800,84800,1.01M,0.59%
2020-11-10,85100,86100,87300,85100,1.51M,-0.47%
2020-11-11,84900,85500,86600,84900,1.03M,-0.24%
2020-11-12,86400,85700,86500,85600,405.35K,1.77%
2020-11-13,86900,86600,86900,86200,417.84K,0.58%
2020-11-16,85800,87200,87800,85000,1.25M,-1.27%
2020-11-17,87600,85800,87600,85500,548.25K,2.10%
2020-11-18,87600,87600,87700,87000,906.81K,0.00%
2020-11-19,90200,87700,90200,87400,2.58M,2.97%
2020-11-20,92500,91000,92500,90100,1.23M,2.55%
2020-11-23,91600,92100,92400,91000,648.83K,-0.97%
2020-11-24,92400,92000,92400,90800,996.58K,0.87%
2020-11-25,93500,92500,94200,92300,1.09M,1.19%
2020-11-26,94000,93500,94000,92600,698.35K,0.53%
2020-11-27,94500,94000,94500,93200,1.21M,0.53%
2020-11-30,93000,93700,94000,91500,1.45M,-1.59%
2020-12-01,92000,90700,93200,90700,1.16M,-1.08%
2020-12-02,93500,92000,93500,91500,746.71K,1.63%
2020-12-03,93500,93500,93900,92400,736.76K,0.00%
2020-12-04,91100,93200,93500,91100,860.90K,-2.57%
2020-12-07,93100,91400,93300,91400,945.46K,2.20%
2020-12-08,93100,93000,93900,91500,702.82K,0.00%
2020-12-09,96500,93600,96500,93200,1.20M,3.65%
2020-12-10,97200,96500,97700,96400,1.30M,0.73%
2020-12-11,97200,97200,97300,95900,776.19K,0.00%
2020-12-14,99900,97200,99900,95900,931.08K,2.78%
2020-12-15,97800,99000,99800,96500,1.43M,-2.10%
2020-12-16,99900,98500,99900,97800,740.70K,2.15%
2020-12-17,96000,98600,98600,95000,2.31M,-3.90%
2020-12-18,98900,96000,98900,96000,1.05M,3.02%
2020-12-21,98900,98900,99000,97300,697.03K,0.00%
2020-12-22,97900,98000,98100,97500,748.84K,-1.01%
2020-12-23,97500,97500,98500,96900,666.39K,-0.41%
2020-12-24,97300,97900,97900,96000,815.73K,-0.21%
2020-12-25,97600,97000,97600,96700,314.96K,0.31%
2020-12-28,98000,98000,98200,97300,836.09K,0.41%
2020-12-29,99200,98000,99800,97800,696.51K,1.22%
2020-12-30,97900,99200,99600,97500,509.51K,-1.31%
2020-12-31,97900,97900,99000,97000,367.14K,0.00%
2021-01-04,99000,98000,99800,97300,855.90K,1.12%
2021-01-05,99300,99000,100600,99000,739.20K,0.30%
2021-01-06,105000,99500,106200,99300,2.08M,5.74%
2021-01-07,107000,104000,108500,104000,889.00K,1.90%
2021-01-08,104800,108000,108000,104500,963.90K,-2.06%
2021-01-11,104500,104600,105700,104100,847.40K,-0.29%
2021-01-12,105600,105600,105600,104200,634.90K,1.05%
2021-01-13,104800,105600,106100,104000,1.06M,-0.76%
2021-01-14,103900,105000,105200,103300,832.20K,-0.86%
2021-01-15,103200,104800,104900,102500,1.10M,-0.67%
2021-01-18,103300,103500,105000,103000,1.06M,0.10%
2021-01-19,99000,103100,103300,96100,1.13M,-4.16%
2021-01-20,99100,99000,105900,98000,2.09M,0.10%
2021-01-21,103000,99100,103000,98000,1.28M,3.94%
2021-01-22,103000,103000,104000,102000,1.27M,0.00%
2021-01-25,102500,101100,103000,101100,725.90K,-0.49%
2021-01-26,100900,102500,102500,99000,970.50K,-1.56%
2021-01-27,97400,99100,100000,93900,1.57M,-3.47%
2021-01-28,90600,92000,93300,90600,1.21M,-6.98%
2021-01-29,93000,85500,96900,85500,1.36M,2.65%
2021-02-01,91100,96000,96000,91000,1.31M,-2.04%
2021-02-02,96500,92000,96700,92000,1.06M,5.93%
2021-02-03,98900,97900,99000,96600,1.45M,2.49%
2021-02-04,98900,98900,99000,93900,967.30K,0.00%
2021-02-05,100000,98900,100000,97900,897.40K,1.11%
2021-02-08,94100,99000,99800,93100,2.90M,-5.90%
2021-02-09,97200,97000,97400,93100,2.98M,3.29%
2021-02-17,100000,97500,100000,97500,1.05M,2.88%
2021-02-18,102000,99000,102000,98000,1.69M,2.00%
2021-02-19,101300,99200,101700,99100,1.85M,-0.69%
2021-02-22,100600,100500,102000,100300,1.39M,-0.69%
2021-02-23,100000,100000,101000,99200,1.44M,-0.60%
2021-02-24,98100,100500,101000,96500,1.27M,-1.90%
2021-02-25,98200,99000,99500,97600,896.10K,0.10%
2021-02-26,98200,97300,99000,97000,1.07M,0.00%
2021-03-01,99200,98200,99300,98200,911.20K,1.02%
2021-03-02,99300,100000,101800,98000,1.19M,0.10%
2021-03-03,98400,98300,99400,98200,915.60K,-0.91%
2021-03-04,97300,98600,99500,93100,1.12M,-1.12%
2021-03-05,96400,97100,97200,95000,1.66M,-0.92%
2021-03-08,95200,97000,97000,95000,1.50M,-1.24%
2021-03-09,95000,95000,95000,93100,1.34M,-0.21%
2021-03-10,95500,95000,95800,94000,1.06M,0.53%
2021-03-11,96300,95800,96800,95800,1.01M,0.84%
2021-03-12,95800,96300,96500,94500,1.26M,-0.52%
2021-03-15,96300,96000,97000,95500,1.44M,0.52%
2021-03-16,95700,96000,96000,95100,655.80K,-0.62%
2021-03-17,95600,95500,95800,95000,1.24M,-0.10%
2021-03-18,97500,96200,97500,95500,1.61M,1.99%
2021-03-19,94200,97100,97100,94200,1.60M,-3.38%
2021-03-22,97000,96000,97500,95400,1.90M,2.97%
2021-03-23,95800,96900,96900,95400,940.80K,-1.24%
2021-03-24,94700,95000,95900,94100,1.42M,-1.15%
2021-03-25,95100,94700,96000,94500,1.16M,0.42%
2021-03-26,94900,95000,95500,93700,1.20M,-0.21%
2021-03-29,95300,95200,95800,93500,1.20M,0.42%
2021-03-30,94800,95300,95300,94100,1.75M,-0.52%
2021-03-31,94800,94500,95100,94100,944.60K,0.00%
2021-04-01,96900,95200,97700,95200,2.70M,2.22%
2021-04-02,97800,97500,98500,96900,2.28M,0.93%
2021-04-05,102000,100000,102800,98600,3.59M,4.29%
2021-04-06,101900,102000,102500,100500,2.24M,-0.10%
2021-04-07,101900,101000,102000,100400,1.18M,0.00%
2021-04-08,100000,101900,101900,99500,1.58M,-1.86%
2021-04-09,97500,99500,99500,97500,2.10M,-2.50%
2021-04-12,98900,98500,99200,97400,2.67M,1.44%
2021-04-13,97500,100000,100000,97500,1.67M,-1.42%
2021-04-14,98700,97300,98700,96900,1.34M,1.23%
2021-04-15,97500,99800,99800,96800,2.15M,-1.22%
2021-04-16,96300,97300,98500,96000,1.52M,-1.23%
2021-04-19,98500,97000,98500,95800,1.39M,2.28%
2021-04-20,103000,99100,105000,98500,6.27M,4.57%
2021-04-22,103000,103000,105600,102200,2.98M,0.00%
2021-04-23,104000,103000,104000,100500,2.29M,0.97%
2021-04-26,98600,104000,104000,97900,3.60M,-5.19%
2021-04-27,99000,98600,99600,97700,1.19M,0.41%
2021-04-28,99000,99000,99300,97700,1.43M,0.00%
2021-04-29,100000,99000,100000,98000,1.62M,1.01%
2021-05-04,99100,99000,99600,98000,1.50M,-0.90%
2021-05-05,101200,99100,102000,99100,1.83M,2.12%
2021-05-06,99300,101200,101700,99000,1.16M,-1.88%
2021-05-07,97000,98900,99000,96700,2.28M,-2.32%
2021-05-10,98100,96700,98200,95900,1.67M,1.13%
2021-05-11,97900,98200,99300,97500,1.17M,-0.20%
2021-05-12,97300,97900,97900,97000,1.22M,-0.61%
2021-05-13,96800,97200,97800,96800,1.70M,-0.51%
2021-05-14,96900,97400,98300,96600,1.40M,0.10%
2021-05-17,96000,97100,97300,95800,1.72M,-0.93%
2021-05-18,94600,95300,96000,94500,2.10M,-1.46%
2021-05-19,94100,94600,94600,93800,1.68M,-0.53%
2021-05-20,99000,94100,99000,94100,1.90M,5.21%
2021-05-21,96800,96300,98000,96000,1.46M,-2.22%
2021-05-24,97400,97500,98500,96500,1.81M,0.62%
2021-05-25,99800,97400,100000,97400,3.82M,2.46%
2021-05-26,100400,99900,101800,99700,2.36M,0.60%
2021-05-27,98700,100400,100400,98000,1.46M,-1.69%
2021-05-28,99600,99000,101100,97600,2.20M,0.91%
2021-05-31,98600,101000,101000,98300,2.62M,-1.00%
2021-06-01,103700,99400,104200,98700,4.53M,5.17%
2021-06-02,106000,104000,107500,103700,4.27M,2.22%
2021-06-03,106700,106100,108000,106000,2.80M,0.66%
2021-06-04,104900,106500,106500,104100,2.41M,-1.69%
2021-06-07,103000,104300,104900,101200,2.97M,-1.81%
2021-06-08,100000,103000,104000,100000,2.35M,-2.91%
2021-06-09,102000,100000,102000,99200,2.39M,2.00%
2021-06-10,101800,102000,102900,100000,2.26M,-0.20%
2021-06-11,102800,101100,103500,100500,2.05M,0.98%
2021-06-14,102000,102100,103400,101300,1.46M,-0.78%
2021-06-15,102800,102100,103000,101000,1.42M,0.78%
2021-06-16,104000,102500,106000,102500,2.90M,1.17%
2021-06-17,104200,104000,105000,102000,1.56M,0.19%
2021-06-18,108500,104500,109000,104300,3.23M,4.13%
2021-06-21,106600,108000,108200,106000,2.11M,-1.75%
2021-06-22,107600,107100,108500,106500,1.48M,0.94%
2021-06-23,109700,108000,111000,107000,2.25M,1.95%
2021-06-24,110700,110000,110800,107800,1.14M,0.91%
2021-06-25,112600,110700,112800,108900,1.69M,1.72%
2021-06-28,112600,112600,113000,111100,1.52M,0.00%
2021-06-29,114000,112000,114000,111500,1.85M,1.24%
2021-06-30,116400,114000,117200,114000,2.77M,2.11%
2021-07-01,116400,116700,116800,115000,1.84M,0.00%
2021-07-02,114900,116400,116600,114000,1.73M,-1.29%
2021-07-05,113600,113900,113900,110900,2.05M,-1.13%
2021-07-06,112000,112500,115000,112000,1.67M,-1.41%
2021-07-07,113400,112000,113400,106000,2.68M,1.25%
2021-07-08,111000,111200,113000,109000,1.38M,-2.12%
2021-07-09,109800,110000,111100,106800,2.94M,-1.08%
2021-07-12,107100,109500,109500,103100,2.48M,-2.46%
2021-07-13,103400,106900,106900,102100,1.87M,-3.45%
2021-07-14,101800,103400,103500,100000,2.25M,-1.55%
2021-07-15,102500,100200,104500,100200,2.32M,0.69%
2021-07-16,102500,102500,103400,101000,1.47M,0.00%
2021-07-19,97000,100000,100200,95900,2.54M,-5.37%
2021-07-20,100200,97800,101000,93500,2.39M,3.30%
2021-07-21,99000,99500,100500,98300,1.46M,-1.20%
2021-07-22,100300,98900,100700,98000,1.46M,1.31%
2021-07-23,97000,99300,99800,97000,1.70M,-3.29%
2021-07-26,96000,96500,97500,95700,1.26M,-1.03%
2021-07-27,95000,97500,97600,95000,2.65M,-1.04%
2021-07-28,97000,95100,97000,95100,1.49M,2.11%
2021-07-29,97900,97400,97900,97000,1.19M,0.93%
2021-07-30,98000,97300,98800,97200,1.35M,0.10%
2021-08-02,97000,97000,98700,96400,1.29M,-1.02%
2021-08-03,98800,97100,98800,97000,1.27M,1.86%
2021-08-04,98500,99200,99300,98100,1.16M,-0.30%
2021-08-05,99400,98000,99500,97900,1.13M,0.91%
2021-08-06,98100,99800,99800,98100,1.11M,-1.31%
2021-08-09,98300,98100,98900,97700,1.23M,0.20%
2021-08-10,99000,99000,99200,98500,1.56M,0.71%
2021-08-11,100500,99300,101700,99100,1.71M,1.52%
2021-08-12,99900,100500,100800,99500,986.60K,-0.60%
2021-08-13,99600,99900,99900,98300,1.33M,-0.30%
2021-08-16,100600,99600,100600,99000,1.99M,1.00%
2021-08-17,101000,102500,103000,101000,1.69M,0.40%
2021-08-18,101000,101000,102500,99700,1.85M,0.00%
2021-08-19,102800,100700,103000,99800,2.58M,1.78%
2021-08-20,100100,101200,101900,99400,1.80M,-2.63%
2021-08-23,97300,99000,100000,96600,2.14M,-2.80%
2021-08-24,97000,99200,99200,96500,1.07M,-0.31%
2021-08-25,97500,97000,99000,96800,1.07M,0.52%
2021-08-26,96800,97800,99000,96800,1.08M,-0.72%
2021-08-27,97800,96000,98500,96000,1.11M,1.03%
2021-08-30,99300,98400,99400,97800,1.22M,1.53%
2021-08-31,99400,99500,99900,98300,747.50K,0.10%
2021-09-01,99400,99400,99900,96000,907.50K,0.00%
2021-09-06,100000,99400,100100,99400,905.00K,0.60%
2021-09-07,100000,99900,100800,99800,1.04M,0.00%
2021-09-08,99700,100000,100100,96800,863.00K,-0.30%
2021-09-09,99700,99600,99800,98000,332.80K,0.00%
