Date,Price,Open,High,Low,Vol.
2020-12-11,1045.96,1033.19,1045.96,1030.06,463.77K
2020-12-14,1064.09,1048.97,1064.09,1048.97,583.59K
2020-12-15,1055.27,1062.02,1067.45,1052.01,675.18K
2020-12-16,1066.99,1058.34,1066.99,1057.21,591.57K
2020-12-17,1051.77,1065.85,1065.85,1051.42,667.89K
2020-12-18,1067.46,1055.75,1068.56,1055.75,623.64K
2020-12-21,1081.08,1071.62,1081.60,1070.86,713.66K
2020-12-22,1083.45,1081.85,1084.23,1077.06,756.11K
2020-12-23,1078.90,1087.89,1094.09,1077.92,813.17K
2020-12-24,1067.52,1083.83,1084.76,1046.89,757.32K
2020-12-25,1084.42,1068.83,1084.42,1061.83,652.81K
2020-12-28,1091.33,1094.37,1096.11,1083.90,723.88K
2020-12-29,1099.49,1090.49,1102.79,1087.93,678.82K
2020-12-30,1097.54,1099.78,1108.83,1094.91,676.98K
2020-12-31,1103.87,1098.25,1105.33,1096.27,527.82K
2021-01-04,1120.47,1113.77,1126.43,1113.59,764.04K
2021-01-05,1132.55,1116.96,1134.45,1116.49,763.43K
2021-01-06,1143.21,1139.12,1152.85,1133.70,790.45K
2021-01-07,1156.49,1147.26,1156.49,1143.44,763.74K
2021-01-08,1167.69,1164.10,1176.33,1160.48,808.31K
2021-01-11,1184.89,1176.47,1186.45,1175.00,845.85K
2021-01-12,1192.28,1190.38,1192.28,1179.24,719.94K
2021-01-13,1186.05,1197.32,1200.82,1183.18,819.29K
2021-01-14,1187.40,1189.48,1190.50,1178.84,779.34K
2021-01-15,1194.20,1188.84,1197.74,1188.84,783.11K
2021-01-18,1191.94,1198.79,1200.85,1190.33,747.42K
2021-01-19,1131.00,1189.91,1189.91,1117.17,986.19K
2021-01-20,1134.68,1136.50,1142.48,1098.05,839.30K
2021-01-21,1164.21,1146.86,1164.21,1132.66,721.92K
2021-01-22,1166.78,1166.77,1175.72,1161.43,758.32K
2021-01-25,1166.05,1164.20,1172.18,1162.80,707.24K
2021-01-26,1136.12,1164.97,1164.97,1121.03,782.27K
2021-01-27,1097.17,1122.41,1132.99,1088.86,785.70K
2021-01-28,1023.94,1041.71,1052.16,1022.77,767.87K
2021-01-29,1056.61,998.33,1076.11,998.33,797.39K
2021-02-01,1035.51,1056.61,1074.52,1035.51,634.33K
2021-02-02,1075.53,1036.95,1075.53,1029.36,602.62K
2021-02-03,1111.29,1084.87,1113.24,1082.95,703.18K
2021-02-04,1112.19,1112.97,1117.88,1098.85,523.41K
2021-02-05,1126.91,1114.79,1126.91,1112.19,529.87K
2021-02-08,1083.18,1127.06,1127.06,1075.10,696.60K
2021-02-09,1114.93,1090.88,1114.93,1078.98,519.81K
2021-02-17,1155.78,1127.46,1155.78,1127.46,568.03K
2021-02-18,1174.38,1157.10,1174.38,1148.66,614.82K
2021-02-19,1173.50,1160.65,1178.18,1157.60,578.28K
2021-02-22,1175.04,1173.57,1182.67,1169.12,630.04K
2021-02-23,1177.64,1174.57,1184.32,1168.32,598.27K
2021-02-24,1162.01,1184.32,1185.58,1154.36,603.00K
2021-02-25,1165.43,1169.97,1169.97,1155.74,510.43K
2021-02-26,1168.47,1148.88,1169.28,1148.88,554.46K
2021-03-01,1186.17,1176.93,1186.82,1174.45,643.38K
2021-03-02,1186.61,1196.16,1196.16,1181.99,577.01K
2021-03-03,1186.95,1184.73,1189.18,1180.25,631.67K
2021-03-04,1168.52,1191.78,1191.90,1159.48,673.45K
2021-03-05,1168.69,1164.19,1169.56,1155.60,594.84K
2021-03-08,1168.27,1180.33,1181.25,1164.02,652.70K
2021-03-09,1161.97,1160.96,1166.42,1150.94,641.43K
2021-03-10,1170.08,1163.86,1170.59,1154.89,723.92K
2021-03-11,1181.73,1170.08,1183.73,1170.08,629.10K
2021-03-12,1181.56,1185.21,1186.52,1178.14,624.71K
2021-03-15,1184.56,1183.89,1186.06,1178.80,676.96K
2021-03-16,1179.90,1184.91,1184.91,1171.76,683.85K
2021-03-17,1186.09,1178.64,1186.09,1176.26,701.09K
2021-03-18,1200.94,1196.60,1200.94,1191.94,628.64K
2021-03-19,1194.05,1195.47,1199.67,1191.96,680.90K
2021-03-22,1194.43,1200.05,1200.21,1189.31,700.87K
2021-03-23,1183.45,1190.28,1191.47,1177.10,683.72K
2021-03-24,1161.81,1169.42,1174.20,1154.22,750.48K
2021-03-25,1163.10,1164.41,1170.76,1154.44,690.73K
2021-03-26,1162.21,1162.71,1165.76,1137.90,670.46K
2021-03-29,1175.68,1169.65,1175.77,1165.78,660.95K
2021-03-30,1186.36,1179.64,1187.29,1172.85,780.73K
2021-03-31,1191.44,1186.36,1196.45,1186.36,703.08K
2021-04-01,1216.10,1194.59,1217.26,1192.83,672.84K
2021-04-02,1224.45,1225.76,1228.29,1221.07,661.89K
2021-04-05,1236.05,1245.28,1245.28,1228.18,693.04K
2021-04-06,1239.96,1233.37,1244.63,1231.14,694.06K
2021-04-07,1242.38,1237.39,1242.38,1232.52,727.82K
2021-04-08,1234.89,1242.38,1246.40,1232.26,664.51K
2021-04-09,1231.66,1231.51,1234.98,1227.60,732.82K
2021-04-12,1252.45,1236.79,1252.45,1232.35,890.31K
2021-04-13,1248.33,1262.44,1268.02,1247.66,1.03M
2021-04-14,1255.87,1240.90,1255.87,1233.01,861.96K
2021-04-15,1247.25,1262.25,1265.87,1247.25,806.49K
2021-04-16,1238.71,1245.06,1254.61,1227.14,986.88K
2021-04-19,1260.58,1243.58,1260.58,1233.77,817.13K
2021-04-20,1268.28,1267.74,1286.32,1261.28,843.60K
2021-04-22,1227.82,1264.31,1271.98,1227.82,770.37K
2021-04-23,1248.53,1227.18,1248.53,1216.15,716.52K
2021-04-26,1215.77,1251.25,1251.25,1214.14,744.95K
2021-04-27,1219.75,1213.84,1220.96,1204.14,618.17K
2021-04-28,1229.55,1220.26,1230.91,1217.49,612.70K
2021-04-29,1239.39,1234.91,1239.39,1231.25,647.16K
2021-05-04,1242.20,1222.08,1242.80,1212.56,798.49K
2021-05-05,1256.43,1244.69,1265.93,1244.69,744.43K
2021-05-06,1250.57,1255.42,1261.49,1246.64,730.50K
2021-05-07,1241.81,1245.48,1250.50,1231.92,783.04K
2021-05-10,1259.58,1239.96,1259.58,1236.85,773.06K
2021-05-11,1256.04,1265.11,1272.55,1256.04,770.09K
2021-05-12,1269.09,1251.97,1269.09,1249.18,700.67K
2021-05-13,1261.99,1262.98,1273.49,1261.99,711.52K
2021-05-14,1266.36,1266.43,1271.45,1259.97,730.99K
2021-05-17,1258.70,1272.55,1277.83,1258.50,758.29K
2021-05-18,1252.68,1259.57,1262.22,1249.02,692.48K
2021-05-19,1262.49,1254.78,1262.71,1250.58,694.35K
2021-05-20,1278.22,1264.62,1278.22,1255.78,745.21K
2021-05-21,1283.93,1272.84,1289.03,1268.46,698.93K
2021-05-24,1297.98,1287.50,1299.83,1287.36,715.51K
2021-05-25,1308.58,1299.19,1308.58,1297.23,679.06K
2021-05-26,1316.70,1308.04,1317.30,1304.68,713.07K
2021-05-27,1303.57,1318.42,1319.67,1299.99,733.00K
2021-05-28,1320.46,1307.79,1323.09,1300.06,768.85K
2021-05-31,1328.05,1326.65,1328.05,1307.56,737.18K
2021-06-01,1337.78,1329.47,1346.34,1328.84,629.42K
2021-06-02,1340.78,1337.78,1344.98,1330.82,805.24K
2021-06-03,1364.28,1345.21,1366.00,1345.21,898.88K
2021-06-04,1374.05,1367.06,1374.05,1360.42,943.33K
2021-06-07,1358.78,1374.59,1375.74,1347.21,876.69K
2021-06-08,1319.88,1355.36,1364.48,1318.11,924.51K
2021-06-09,1332.90,1323.52,1339.14,1312.08,822.29K
2021-06-10,1323.58,1332.90,1336.71,1317.49,723.49K
2021-06-11,1351.74,1326.79,1352.47,1322.08,731.26K
2021-06-14,1361.72,1352.73,1368.53,1352.73,775.73K
2021-06-15,1367.36,1361.58,1372.72,1356.59,730.94K
2021-06-16,1356.52,1363.85,1370.14,1350.73,769.63K
2021-06-17,1359.92,1341.06,1364.55,1337.49,768.73K
2021-06-18,1377.77,1366.19,1377.77,1363.52,809.47K
2021-06-21,1372.63,1373.59,1381.74,1367.85,768.18K
2021-06-22,1379.97,1380.84,1385.98,1375.00,746.95K
2021-06-23,1376.87,1383.15,1388.33,1372.06,710.77K
2021-06-24,1379.72,1376.87,1384.71,1372.99,591.75K
2021-06-25,1390.12,1382.11,1390.12,1372.80,598.11K
2021-06-28,1405.81,1397.96,1406.02,1390.56,699.51K
2021-06-29,1410.04,1408.34,1416.34,1406.87,647.39K
2021-06-30,1408.55,1410.83,1419.61,1408.18,595.29K
2021-07-01,1417.08,1412.15,1417.27,1402.18,753.56K
2021-07-02,1420.27,1422.89,1424.28,1415.82,706.83K
2021-07-05,1411.13,1420.27,1420.27,1399.34,814.46K
2021-07-06,1354.79,1417.10,1417.95,1354.79,799.51K
2021-07-07,1388.55,1354.79,1388.55,1334.58,785.19K
2021-07-08,1374.68,1388.55,1388.55,1363.92,552.30K
2021-07-09,1347.14,1374.68,1374.68,1335.90,713.99K
2021-07-12,1296.30,1347.14,1347.14,1270.06,912.74K
2021-07-13,1297.54,1296.30,1307.73,1278.30,500.18K
2021-07-14,1279.91,1297.54,1305.37,1264.68,547.97K
2021-07-15,1293.92,1279.91,1299.18,1270.77,419.14K
2021-07-16,1299.31,1293.92,1304.37,1293.92,415.12K
2021-07-19,1243.51,1299.31,1299.31,1237.79,731.02K
2021-07-20,1273.29,1243.51,1273.29,1225.52,568.60K
2021-07-21,1270.79,1273.29,1284.33,1266.71,451.95K
2021-07-22,1293.67,1270.79,1294.16,1266.54,536.41K
2021-07-23,1268.83,1293.67,1295.63,1268.83,582.25K
2021-07-26,1272.71,1268.83,1277.33,1254.57,508.55K
2021-07-27,1276.93,1272.71,1288.35,1272.71,566.75K
2021-07-28,1277.07,1276.93,1281.17,1271.78,406.89K
2021-07-29,1293.60,1277.07,1293.60,1277.07,491.06K
2021-07-30,1310.05,1293.60,1311.97,1293.60,644.44K
2021-08-02,1314.22,1310.05,1322.35,1304.49,614.53K
2021-08-03,1332.44,1314.22,1332.44,1314.22,647.01K
2021-08-04,1334.74,1332.44,1340.76,1328.40,661.80K
2021-08-05,1345.55,1334.74,1346.62,1326.80,635.47K
2021-08-06,1341.45,1345.55,1351.85,1341.45,736.16K
2021-08-09,1359.86,1341.45,1361.12,1334.69,688.43K
2021-08-10,1362.43,1359.86,1370.35,1358.12,716.54K
2021-08-11,1371.04,1362.43,1374.03,1362.43,390.07K
